stop_id,stop_name,stop_lat,stop_lon,san_francisco,san_mateo,alameda,santa_clara
2599,E 12th St & 25th Av,37.781015,-122.234618,0,0,1,0
2600,E 12th St & 29th Av,37.778189,-122.23001,0,0,1,0
2601,E 12th St & 29th Av,37.777883,-122.230065,0,0,1,0
2606,E 12th St & Fruitvale Av,37.776552,-122.226763,0,0,1,0
2610,International Blvd & 104th Av,37.740232,-122.167232,0,0,1,0
2667,E 15th St & 11th Av,37.79204,-122.248082,0,0,1,0
2668,E 15th St & 13th Av,37.790582,-122.24642,0,0,1,0
2669,E 15th St & 3rd Av,37.797914,-122.25472,0,0,1,0
2670,E 15th St & 5th Av,37.796448,-122.253054,0,0,1,0
2673,E 18th St & 10th Av,37.794668,-122.245853,0,0,1,0
2674,E 18th St & 10th Av,37.79477,-122.246148,0,0,1,0
2675,E 18th St & 12th Av,37.793297,-122.244495,0,0,1,0
2676,E 18th St & 12th Av,37.793219,-122.244214,0,0,1,0
2677,E 18th St & 13th Av,37.792463,-122.243361,0,0,1,0
2678,E 18th St & 14th Av,37.791972,-122.242994,0,0,1,0
2679,E 18th St & 3rd Av,37.799727,-122.2523,0,0,1,0
2680,E 18th St & 6th Av,37.797693,-122.249454,0,0,1,0
2681,E 18th St & 6th Av,37.79757,-122.249135,0,0,1,0
2682,E 18th St & 8th Av,37.796425,-122.247841,0,0,1,0
2683,E 18th St & 8th Av,37.796212,-122.247786,0,0,1,0
2684,E 18th St & Athol Av,37.800407,-122.253656,0,0,1,0
2687,E 21st St & 17th Av,37.792753,-122.238563,0,0,1,0
2688,E 21st St & 17th Av,37.792716,-122.23811,0,0,1,0
2689,E 21st St & 19th Av,37.791495,-122.236485,0,0,1,0
2690,E 21st St & 19th Av,37.79147,-122.23603,0,0,1,0
2691,E 21st St & 21st Av,37.790232,-122.234374,0,0,1,0
2692,E 21st St & 21st Av,37.790207,-122.233916,0,0,1,0
2697,E 24th St & 10th Av,37.798696,-122.240571,0,0,1,0
2698,E 24th St & 10th Av,37.798616,-122.240307,0,0,1,0
2699,E 24th St & 12th Av,37.797232,-122.238916,0,0,1,0
2700,E 24th St & 12th Av,37.797171,-122.238672,0,0,1,0
2701,E 24th St & 8th Av,37.800093,-122.24198,0,0,1,0
2702,E 27th St & 26th Av,37.791407,-122.222526,0,0,1,0
2703,E 27th St & 26th Av,37.79138,-122.222187,0,0,1,0
2704,E 27th St & Fruitvale Av,37.790552,-122.220394,0,0,1,0
2705,E 31st St & Beaumont Av (14th Av Jctn),37.798888,-122.229652,0,0,1,0
2706,E 31st St & Stuart St (Highland Hospital),37.799308,-122.231706,0,0,1,0
2707,E 31st St & Stuart St (Opp. Highland Hospital),37.799398,-122.231674,0,0,1,0
2708,E 31st St & Vallecito Pl,37.79966,-122.233099,0,0,1,0
2709,Eastmont Transit Center,37.769296,-122.174358,0,0,1,0
2710,Eastmont Transit Center,37.769193,-122.174041,0,0,1,0
2711,Eastmont Transit Center,37.768992,-122.173903,0,0,1,0
2712,Eastmont Transit Center,37.769185,-122.174412,0,0,1,0
2713,Eastmont Transit Center,37.768955,-122.174367,0,0,1,0
2714,Eastmont Transit Center,37.768773,-122.174022,0,0,1,0
2715,Edes Av & 98th Av,37.736261,-122.182907,0,0,1,0
2716,Edes Av & 98th Av,37.736398,-122.182896,0,0,1,0
2717,Edes Av & Clara St,37.737759,-122.187925,0,0,1,0
2718,Edes Av & Hale Av,37.734797,-122.179943,0,0,1,0
2719,Edes Av & Hale Av,37.734618,-122.17994,0,0,1,0
2720,Edes Av & Jones Av,37.73774,-122.188338,0,0,1,0
2721,Edes Av & Maddux Dr,37.737128,-122.186087,0,0,1,0
2722,Edes Av & Phelps St,37.738317,-122.190486,0,0,1,0
2723,Edes Av & Phelps St,37.73867,-122.191238,0,0,1,0
2724,Edes Av & Tyler St,37.737093,-122.185479,0,0,1,0
2725,7303 Edgewater Dr,37.745494,-122.206549,0,0,1,0
2726,8000 Edgewater Dr,37.740147,-122.201385,0,0,1,0
2727,8001 Edgewater Dr,37.739796,-122.201543,0,0,1,0
2728,Edgewater Dr & Hassler Way,37.746234,-122.206714,0,0,1,0
2729,Edgewater Dr & Hegenberger Rd,37.737346,-122.197563,0,0,1,0
2730,Edgewater Dr & Pardee Ln,37.743369,-122.204685,0,0,1,0
2731,Edgewater Dr & Pardee Ln,37.743575,-122.204395,0,0,1,0
2732,Edgewater Dr & Pendleton Way,37.737272,-122.198413,0,0,1,0
2733,Edgewater Dr & Roland Way,37.741562,-122.203093,0,0,1,0
2734,Edgewater Dr & Roland Way,37.741918,-122.202943,0,0,1,0
2735,Edwards Av & Greenly Dr,37.774445,-122.166903,0,0,1,0
2736,Edwards Av & Sunkist Dr,37.774106,-122.167907,0,0,1,0
2737,Embarcadero W & Broadway,37.795124,-122.276448,0,0,1,0
2738,Embarcadero W & Franklin St,37.795086,-122.275805,0,0,1,0
2739,Embarcadero W & Franklin St,37.794703,-122.275418,0,0,1,0
2740,Empire Rd & Cairo Rd,37.734183,-122.194941,0,0,1,0
2741,Empire Rd & Coral Rd (Near 98th Av),37.730984,-122.192144,0,0,1,0
2742,Empire Rd & Coral Rd (Near 98th Av),37.730777,-122.192018,0,0,1,0
2743,Empire Rd & Tunis Rd,37.732733,-122.194928,0,0,1,0
2744,Empire Rd & Tunis Rd,37.73266,-122.194634,0,0,1,0
2745,Empire Rd & Wistar Rd,37.731694,-122.193192,0,0,1,0
2746,Empire Rd & Wistar Rd,37.731753,-122.19346,0,0,1,0
2747,Estepa Dr & Bergedo Dr,37.728649,-122.175547,0,0,1,0
2748,Estepa Dr & El Paseo Dr,37.728722,-122.177345,0,0,1,0
2749,Florence Av & Alta Rd,37.841029,-122.230695,0,0,1,0
2750,Florence Av & Broadway Ter,37.842136,-122.229422,0,0,1,0
2751,Florence Av & Broadway Ter,37.842281,-122.229157,0,0,1,0
2752,Florence Av & Hermosa Av,37.840617,-122.229836,0,0,1,0
2753,Florence Av & Modoc Av,37.839102,-122.228335,0,0,1,0
2754,Florence Av & Modoc Av,37.839213,-122.228307,0,0,1,0
2755,Florence Av & Morpeth St,37.839697,-122.229154,0,0,1,0
2756,9120 Fontaine St,37.761555,-122.156687,0,0,1,0
2757,9120 Fontaine St (At Opposite),37.76178,-122.156785,0,0,1,0
2758,Fontaine St & Crest Av (Charles Howard School),37.760888,-122.152232,0,0,1,0
2759,Fontaine St & Crest St (Charles Howard School),37.761551,-122.151569,0,0,1,0
2760,Fontaine St & Overpass (King Estates School),37.7655,-122.152664,0,0,1,0
2761,Fontaine St & Overpass (King Estates School),37.765319,-122.152908,0,0,1,0
2762,Foothill Blvd & 11th Av,37.792644,-122.246904,0,0,1,0
2763,Foothill Blvd & 13th Av,37.791229,-122.245134,0,0,1,0
2765,Foothill Blvd & 16th Av,37.790028,-122.242809,0,0,1,0
2766,Foothill Blvd & 16th Av,37.789998,-122.242412,0,0,1,0
2772,Foothill Blvd & 23rd Av,37.785388,-122.234381,0,0,1,0
2773,Foothill Blvd & 23rd Av,37.785173,-122.234324,0,0,1,0
2774,Foothill Blvd & 24th Av,37.784716,-122.232548,0,0,1,0
2775,Foothill Blvd & 24th Av,37.784818,-122.231859,0,0,1,0
2776,Foothill Blvd & 25th Av,37.784592,-122.230453,0,0,1,0
2777,Foothill Blvd & 26th Av,37.78467,-122.229422,0,0,1,0
2778,Foothill Blvd & 27th Av,37.784564,-122.227698,0,0,1,0
2779,Foothill Blvd & 27th Av,37.784451,-122.228175,0,0,1,0
2780,Foothill Blvd & 28th Av,37.784297,-122.225765,0,0,1,0
2781,Foothill Blvd & 28th Av,37.784422,-122.22538,0,0,1,0
2782,Foothill Blvd & 2nd Av,37.799282,-122.254282,0,0,1,0
2783,Foothill Blvd & 35th Av,37.781788,-122.219092,0,0,1,0
2784,Foothill Blvd & 35th Av,37.782092,-122.218987,0,0,1,0
2785,Foothill Blvd & 38th Av,37.779003,-122.216542,0,0,1,0
2786,Foothill Blvd & 38th Av,37.779045,-122.216844,0,0,1,0
2788,Foothill Blvd & 41st Av,37.77652,-122.214017,0,0,1,0
2789,Foothill Blvd & 42nd Av,37.776167,-122.213342,0,0,1,0
2790,Foothill Blvd & 46th Av (Fremont High School),37.773619,-122.209758,0,0,1,0
2791,Foothill Blvd & 46th Av (Fremont High School),37.773871,-122.209905,0,0,1,0
2792,Foothill Blvd & 48th Av,37.77276,-122.207486,0,0,1,0
2793,Foothill Blvd & 50th Av,37.772578,-122.206802,0,0,1,0
2794,Foothill Blvd & 55th Av,37.772549,-122.196234,0,0,1,0
2795,Foothill Blvd & 5th Av,37.797246,-122.252102,0,0,1,0
2796,Foothill Blvd & 61st Av,37.771273,-122.187639,0,0,1,0
2797,Foothill Blvd & 68th Av,37.769929,-122.177031,0,0,1,0
2800,Foothill Blvd & Avenal Av,37.772017,-122.193204,0,0,1,0
2801,Foothill Blvd & Church St,37.769707,-122.176943,0,0,1,0
2802,Foothill Blvd & Cole St,37.772705,-122.198465,0,0,1,0
2803,Foothill Blvd & Cole St,37.772553,-122.198697,0,0,1,0
2804,Foothill Blvd & Eastmont Transit Center,37.769279,-122.174148,0,0,1,0
2805,Foothill Blvd & Eastmont Transit Center,37.769263,-122.173946,0,0,1,0
2806,Foothill Blvd & Fruitvale Av,37.783584,-122.222515,0,0,1,0
2807,Foothill Blvd & Fruitvale Av,37.783908,-122.223032,0,0,1,0
2808,Foothill Blvd & Havenscourt Blvd,37.770297,-122.181497,0,0,1,0
2809,Foothill Blvd & Havenscourt Blvd,37.770464,-122.181582,0,0,1,0
2810,Foothill Blvd & High St,37.774794,-122.212073,0,0,1,0
2811,Foothill Blvd & High St,37.774648,-122.211545,0,0,1,0
2812,Foothill Blvd & Laverne Av,37.772252,-122.193591,0,0,1,0
2813,Foothill Blvd & Trask St,37.772703,-122.196354,0,0,1,0
2814,Foothill Blvd & Vicksburg Av,37.772566,-122.20313,0,0,1,0
2815,Foothill Blvd & Vicksburg Av,37.77272,-122.2028,0,0,1,0
2820,Fruitvale Av & Blossom St,37.789538,-122.220545,0,0,1,0
2821,Fruitvale Av & Castello St,37.796882,-122.217624,0,0,1,0
2822,Fruitvale Av & International Blvd,37.777386,-122.226088,0,0,1,0
2823,Fruitvale Av & E 16th St,37.780455,-122.22452,0,0,1,0
2824,Fruitvale Av & E 23rd St,37.785747,-122.222056,0,0,1,0
2825,Fruitvale Av & E 23rd St,37.785323,-122.222074,0,0,1,0
2828,Fruitvale Av & Foothill Blvd,37.783539,-122.222966,0,0,1,0
2829,Fruitvale Av & Foothill Blvd,37.783946,-122.222613,0,0,1,0
2830,Fruitvale Av & Logan St,37.787844,-122.221221,0,0,1,0
2831,Fruitvale Av & MacArthur Blvd,37.800099,-122.216343,0,0,1,0
2832,Fruitvale Av & Montana St,37.798508,-122.216833,0,0,1,0
2833,Fruitvale Av & Montana St,37.79855,-122.217025,0,0,1,0
2834,Fruitvale Av & Pleasant St,37.797024,-122.2174,0,0,1,0
2835,Fruitvale Av & School St,37.795589,-122.217971,0,0,1,0
2837,Fruitvale BART,37.775335,-122.225369,0,0,1,0
2838,Fruitvale BART,37.775229,-122.225206,0,0,1,0
2839,Fruitvale BART,37.775518,-122.225458,0,0,1,0
2840,Fruitvale BART,37.775429,-122.225279,0,0,1,0
2841,Fruitvale BART,37.77534,-122.225114,0,0,1,0
2842,Fruitvale BART,37.775195,-122.22489,0,0,1,0
2843,Fruitvale BART,37.775109,-122.22474,0,0,1,0
2844,Fruitvale BART,37.775,-122.224569,0,0,1,0
2845,Glen Artney St & Shetland Av,37.752436,-122.123476,0,0,1,0
2846,Glen Av & Linda Av,37.826249,-122.249894,0,0,1,0
2847,Glen Av & Panama Ct,37.825309,-122.251797,0,0,1,0
2848,Glencourt Dr & Homeglen Ln,37.838023,-122.19575,0,0,1,0
2849,8335 Golf Links Rd,37.762041,-122.162203,0,0,1,0
2850,Golf Links Rd & 98th Av,37.753798,-122.151654,0,0,1,0
2851,Golf Links Rd & Anza Av,37.754669,-122.147351,0,0,1,0
2852,Golf Links Rd & Anza Av,37.754762,-122.147413,0,0,1,0
2853,Golf Links Rd & Cosgrave Av,37.762422,-122.162894,0,0,1,0
2854,Dunkirk Av & Golf Links Rd,37.753012,-122.125981,0,0,1,0
2855,Golf Links Rd & Elysian Fields Dr,37.757429,-122.141164,0,0,1,0
2856,Golf Links Rd & Elysian Fields Dr,37.757476,-122.140814,0,0,1,0
2857,Golf Links Rd & Fontaine St,37.761688,-122.159194,0,0,1,0
2858,Golf Links Rd & Fontaine St,37.76156,-122.159172,0,0,1,0
2859,Golf Links Rd & Grass Valley Sch.(Near Dunkirk Av),37.752472,-122.125709,0,0,1,0
2860,Golf Links Rd & Mountain Blvd,37.753451,-122.150465,0,0,1,0
2861,Golf Links Rd & Scotia Av,37.754216,-122.127112,0,0,1,0
2862,Golf Links Rd & Scotia Av,37.754103,-122.127362,0,0,1,0
2863,Grand Av & Elwood Av,37.813557,-122.246849,0,0,1,0
2864,Grand Av & Euclid Av,37.808713,-122.251428,0,0,1,0
2865,Grand Av & Harrison St,37.810745,-122.262961,0,0,1,0
2867,Grand Av & Jean St,37.818599,-122.244941,0,0,1,0
2868,Grand Av & Lake Park Av,37.811217,-122.247907,0,0,1,0
2869,Grand Av & MacArthur Blvd,37.810288,-122.248922,0,0,1,0
2870,Grand Av & Mandana Blvd,37.813949,-122.246277,0,0,1,0
2871,Grand Av & Park View Ter,37.809823,-122.25922,0,0,1,0
2872,Grand Av & Bellevue Av,37.809856,-122.259691,0,0,1,0
2873,Grand Av & Perkins St,37.808873,-122.256386,0,0,1,0
2874,Grand Av & Perkins St,37.809069,-122.255964,0,0,1,0
2875,Grand Av & Santa Clara Av,37.811644,-122.248011,0,0,1,0
2878,Grand Av & Webster St,37.811111,-122.265079,0,0,1,0
2879,Grand Av & Weldon Av,37.816242,-122.245399,0,0,1,0
2880,Grand Av & Weldon Av,37.816416,-122.245641,0,0,1,0
2881,Grand Av & Wildwood Av,37.818643,-122.244629,0,0,1,0
2882,Greenly Dr & Columbian Dr,37.772905,-122.164402,0,0,1,0
2883,Greenly Dr & Columbian Dr,37.772997,-122.164368,0,0,1,0
2884,Greenly Dr & Edwards Av,37.774488,-122.166704,0,0,1,0
2885,Greenly Dr & Field St,37.7718,-122.162255,0,0,1,0
2886,Greenly Dr & Field St,37.771737,-122.162057,0,0,1,0
2887,Greenly Dr & Keller Av,37.769705,-122.159125,0,0,1,0
2888,Greenly Dr & Lamp St,37.770458,-122.160561,0,0,1,0
2889,Greenly Dr & Lamp St,37.770379,-122.160165,0,0,1,0
2892,Hansom Dr & Coach Dr,37.770239,-122.136388,0,0,1,0
2893,Hansom Dr & Coach Dr,37.770552,-122.136224,0,0,1,0
2894,Hansom Dr & Pinecrest Dr,37.777534,-122.141391,0,0,1,0
2895,Hansom Dr & Pinecrest Dr,37.777683,-122.141379,0,0,1,0
2896,Hansom Dr & Shay Dr (South-East Jctn),37.77199,-122.136291,0,0,1,0
2897,Hansom Dr & Shay Dr (North-West Jctn),37.774773,-122.13777,0,0,1,0
2898,Hansom Dr & Shay Dr (North-West Jctn),37.774774,-122.137608,0,0,1,0
2899,Hansom Dr & Shay Dr (South-East Jctn),37.772301,-122.136282,0,0,1,0
2900,Hansom Dr & Skyline Blvd,37.781343,-122.142795,0,0,1,0
2901,Hansom Dr & Skyline Blvd,37.781536,-122.141986,0,0,1,0
2902,Hansom Dr & Surrey Ln,37.779823,-122.14379,0,0,1,0
2903,Hansom Dr & Surrey Ln,37.779712,-122.143546,0,0,1,0
2904,Harbord Dr & Amy Dr,37.834174,-122.224565,0,0,1,0
2905,Harbord Dr & Clarewood Dr,37.835274,-122.226238,0,0,1,0
2906,Harbord Dr & Florence Av,37.837173,-122.225992,0,0,1,0
2907,Harbord Dr & Florence Av,37.837478,-122.226541,0,0,1,0
2908,Harbord Dr & Hilltop Cr,37.835006,-122.225792,0,0,1,0
2909,Harbord Dr & Maxwelton Rd,37.833718,-122.223999,0,0,1,0
2910,Harbord Dr & Moraga Av,37.832853,-122.221209,0,0,1,0
2911,Harbord Dr & Moraga Av,37.832771,-122.221266,0,0,1,0
2912,Harbord Dr & Templar Pl,37.833193,-122.223587,0,0,1,0
2914,Harrison St & 29th St,37.815939,-122.258797,0,0,1,0
2915,Harrison St & Bay Pl,37.812469,-122.261525,0,0,1,0
2916,Harrison St & Frisbie St,37.817515,-122.257124,0,0,1,0
2918,Harrison St & Grand Av,37.8112,-122.262097,0,0,1,0
2919,Harrison St & Hamilton Pl,37.814881,-122.259572,0,0,1,0
2920,Harrison St & Hamilton Pl (West Lake Middle Sch.),37.814713,-122.259503,0,0,1,0
2921,Harrison St & Moss Av,37.820621,-122.253114,0,0,1,0
2922,Harrison St & Pearl St,37.818358,-122.255774,0,0,1,0
2923,Harrison St & W MacArthur Blvd,37.820052,-122.253904,0,0,1,0
2924,Harrison St & West Lake Middle School,37.814059,-122.260561,0,0,1,0
2925,Hassler Way & Oakport St,37.747883,-122.204333,0,0,1,0
2926,Hassler Way & Oakport St,37.747682,-122.204459,0,0,1,0
2927,6669 Heartwood Dr,37.834003,-122.202337,0,0,1,0
2928,Heartwood Dr & Colton Blvd,37.833913,-122.201223,0,0,1,0
2929,Heartwood Dr & Colton Blvd (East Jctn),37.833857,-122.201561,0,0,1,0
2930,Heartwood Dr & Saroni Dr,37.833694,-122.200244,0,0,1,0
2931,Hegenberger Lp & Hegenberger Rd,37.736874,-122.195756,0,0,1,0
2932,Hegenberger Lp & Hegenberger Rd,37.73685,-122.196361,0,0,1,0
2933,675 Hegenberger Rd,37.748369,-122.196488,0,0,1,0
2934,Hegenberger Rd & Airport Dr,37.730172,-122.199724,0,0,1,0
2935,Hegenberger Rd & Baldwin St,37.747417,-122.195885,0,0,1,0
2936,Hegenberger Rd & Baldwin St,37.747264,-122.196318,0,0,1,0
2937,Hegenberger Rd & Collins Dr,37.745819,-122.196295,0,0,1,0
2938,Hegenberger Rd & Doolittle Dr,37.727586,-122.201175,0,0,1,0
2939,Hegenberger Rd & Edes Av,37.745073,-122.195849,0,0,1,0
2940,Hegenberger Rd & Edgewater Dr,37.736543,-122.197121,0,0,1,0
2941,Hegenberger Rd & Hegenberger Lp (South Jctn),37.734014,-122.197807,0,0,1,0
2942,Hegenberger Rd & Hegenberger Lp (N Jctn),37.736157,-122.19685,0,0,1,0
2943,Hegenberger Rd & Hegenberger Pl,37.73194,-122.198761,0,0,1,0
2944,Hegenberger Rd & Doolittle Dr,37.727774,-122.20144,0,0,1,0
2945,Hegenberger Rd & Leet Dr,37.733197,-122.198558,0,0,1,0
2946,Hegenberger Rd & Pardee Dr,37.729494,-122.200492,0,0,1,0
2947,High St & Brookdale Av,37.782406,-122.204431,0,0,1,0
2948,High St & Brookdale Av,37.782427,-122.204197,0,0,1,0
2954,High St & International Blvd,37.772537,-122.21451,0,0,1,0
2959,High St & Hyacinth Av,37.790533,-122.188395,0,0,1,0
2960,High St & Kansas St,37.788536,-122.192728,0,0,1,0
2961,High St & Kansas St,37.788347,-122.192646,0,0,1,0
2962,High St & MacArthur Blvd,37.787168,-122.194988,0,0,1,0
2963,High St & MacArthur Blvd,37.787142,-122.195417,0,0,1,0
2964,High St & Pampas Av,37.789058,-122.191261,0,0,1,0
2965,High St & Pampas Av,37.789299,-122.191246,0,0,1,0
2966,High St & Porter St/MacArthur Blvd,37.786183,-122.196906,0,0,1,0
2970,High St & Santa Rita St,37.779913,-122.20681,0,0,1,0
2971,High St & Steele St,37.789892,-122.189646,0,0,1,0
2972,High St & Steele St,37.790127,-122.189627,0,0,1,0
2973,High St & Tompkins Av,37.790735,-122.18845,0,0,1,0
2974,Hillmont Dr & Altamont Av,37.775054,-122.169885,0,0,1,0
2975,Hillmont Dr & Archmont Pl,37.778349,-122.172575,0,0,1,0
2976,Hillmont Dr & Archmont Pl,37.77832,-122.172765,0,0,1,0
2977,Hillmont Dr & Edgemoor Pl,37.775589,-122.170575,0,0,1,0
2978,Hillmont Dr & Edgemoor Pl,37.775681,-122.170525,0,0,1,0
2979,Hillmont Dr & Gardenia Pl,37.776993,-122.171273,0,0,1,0
2980,Hillmont Dr & Gardenia Pl,37.777091,-122.171484,0,0,1,0
2981,Hillmont Dr & Overdale Av,37.7792,-122.17457,0,0,1,0
2982,Hillmont Dr & Overdale Av,37.779135,-122.17497,0,0,1,0
2983,Hillmont Dr & Seminary Av,37.77987,-122.176623,0,0,1,0
2984,Hillmont Dr & Sunkist Dr,37.774546,-122.169749,0,0,1,0
2985,Hollis St & 34th St,37.825983,-122.284249,0,0,1,0
2987,I-80 Fwy & Toll Plaza (East Bound),37.823222,-122.31535,0,0,1,0
2988,Jackson St & 3rd St,37.794259,-122.270079,0,0,1,0
2989,Joaquin Miller Rd & Butters Dr,37.809726,-122.191814,0,0,1,0
2990,Joaquin Miller Rd & Crane Way (West Jctn),37.809583,-122.189592,0,0,1,0
2991,Joaquin Miller Rd & Crane Way,37.809805,-122.18963,0,0,1,0
2992,Joaquin Miller Rd & Crockett Pl,37.808185,-122.180842,0,0,1,0
2993,Joaquin Miller Rd & Crockett Pl,37.808625,-122.180888,0,0,1,0
2994,Joaquin Miller Rd & Hedge Ln,37.810671,-122.194825,0,0,1,0
2995,Joaquin Miller Rd & Mountain Blvd,37.81084,-122.196536,0,0,1,0
2996,Joaquin Miller Rd & Robinson Dr,37.80951,-122.183543,0,0,1,0
2997,Joaquin Miller Rd & Sanborn Dr (West Jctn),37.810518,-122.193042,0,0,1,0
2998,Joaquin Miller Rd & Sanborn Dr (East Jctn),37.809637,-122.183012,0,0,1,0
2999,Joaquin Miller Rd & Skyline Blvd,37.805074,-122.179479,0,0,1,0
3000,Joaquin Miller Rd & Skyline Blvd,37.80544,-122.179298,0,0,1,0
3001,Keith Av & Mc Millan Av,37.845181,-122.248886,0,0,1,0
3002,Keller Av & Campus Dr,37.773181,-122.144995,0,0,1,0
3003,Keller Av & Campus Dr,37.772992,-122.144541,0,0,1,0
3004,Keller Av & Canyon Oaks Dr,37.77147,-122.147287,0,0,1,0
3005,Keller Av & Canyon Oaks Dr,37.771279,-122.148093,0,0,1,0
3006,Keller Av & Earl St,37.770864,-122.157508,0,0,1,0
3007,Keller Av & Earl St,37.771079,-122.157449,0,0,1,0
3008,Keller Av & Greenly Dr,37.76979,-122.158903,0,0,1,0
3009,Keller Av & Greenridge Dr,37.772279,-122.154201,0,0,1,0
3010,Keller Av & Greenridge Dr,37.772457,-122.153922,0,0,1,0
3011,Keller Av & Rilea Way (Sequoyah Community Church),37.770262,-122.150431,0,0,1,0
3012,Keller Av & Rilea Way,37.770464,-122.150921,0,0,1,0
3013,Keller Av & Sequoyah Rd,37.770096,-122.135287,0,0,1,0
3015,Laguna Av & Alida St,37.806198,-122.203225,0,0,1,0
3016,Lake Park Av & Grand Av,37.811396,-122.247693,0,0,1,0
3017,Lake Park Av & Wesley Way,37.809512,-122.244203,0,0,1,0
3018,4072 Lakeshore Av (Portsmouth Wk),37.816006,-122.235085,0,0,1,0
3019,Lakeshore Av & Boden Way,37.807419,-122.24946,0,0,1,0
3020,Lakeshore Av & Boden Way,37.807326,-122.249733,0,0,1,0
3021,Lakeshore Av & Brooklyn Av,37.805025,-122.250514,0,0,1,0
3022,Lakeshore Av & Brooklyn Av,37.804968,-122.250763,0,0,1,0
3023,Lakeshore Av & E 18th St,37.800731,-122.254504,0,0,1,0
3024,Lakeshore Av & E 18th St,37.800275,-122.25442,0,0,1,0
3025,Lakeshore Av & Hanover Av,37.802714,-122.253712,0,0,1,0
3026,Lakeshore Av & Hanover Av,37.802371,-122.254253,0,0,1,0
3029,Lakeshore Av & MacArthur Blvd,37.809262,-122.247511,0,0,1,0
3030,Lakeshore Av & Mandana Blvd,37.811737,-122.241866,0,0,1,0
3031,Lakeshore Av & Mandana Blvd,37.81171,-122.2422,0,0,1,0
3032,Lakeshore Av & Park Ln,37.815907,-122.232836,0,0,1,0
3033,Lakeshore Av & Prince St,37.812879,-122.241049,0,0,1,0
3034,Lakeshore Av & Rosal Av,37.813928,-122.239256,0,0,1,0
3035,Lakeshore Av & Rosal Av,37.813733,-122.23988,0,0,1,0
3036,Lakeshore Av & Santa Ray Av,37.812624,-122.241016,0,0,1,0
3037,Lakeshore Av & Walavista Av,37.814854,-122.238208,0,0,1,0
3038,Lakeshore Av & Wala Vista Av,37.814525,-122.232105,0,0,1,0
3039,1768 Leimert Blvd,37.812225,-122.210671,0,0,1,0
3040,1789 Leimert Blvd,37.812526,-122.210663,0,0,1,0
3041,2020 Leimert Blvd,37.813736,-122.208795,0,0,1,0
3042,2032 Leimert Blvd,37.813903,-122.208846,0,0,1,0
3043,2565 Leimert Blvd,37.815536,-122.204408,0,0,1,0
3044,Leimert Blvd & Bridgeview Dr,37.811532,-122.210424,0,0,1,0
3045,Leimert Blvd & Bywood Dr,37.816915,-122.207103,0,0,1,0
3046,Leimert Blvd & Bywood Dr,37.816829,-122.207253,0,0,1,0
3047,Leimert Blvd & Carter St,37.816172,-122.209138,0,0,1,0
3048,Leimert Blvd & Carter St,37.816097,-122.209017,0,0,1,0
3049,Leimert Blvd & Clemens Rd,37.811717,-122.212691,0,0,1,0
3050,Leimert Blvd & Clemens Rd,37.811859,-122.212612,0,0,1,0
3051,Leimert Blvd & Hoover Av,37.811573,-122.210075,0,0,1,0
3052,Leimert Blvd & Monterey Blvd,37.8153,-122.202711,0,0,1,0
3053,Leimert Blvd & Monterey Blvd,37.81519,-122.20281,0,0,1,0
3054,Leimert Blvd & Oak Crest Dr,37.816597,-122.205524,0,0,1,0
3055,Leimert Blvd & Oak Crest Dr,37.816737,-122.205859,0,0,1,0
3056,Leimert Blvd & Oakview Dr,37.813082,-122.21025,0,0,1,0
3057,Leimert Blvd & Oakview Dr,37.813109,-122.210064,0,0,1,0
3058,Leimert Blvd & Wrenn St,37.812781,-122.208784,0,0,1,0
3059,Leimert Blvd & Wrenn St,37.812853,-122.208613,0,0,1,0
3060,4500 Lincoln Av,37.80946,-122.202162,0,0,1,0
3061,4500 Lincoln Av,37.809398,-122.202506,0,0,1,0
3062,Lincoln Av & Burlington St,37.806535,-122.207078,0,0,1,0
3063,Lincoln Av & Greek Church,37.810321,-122.200501,0,0,1,0
3064,Lincoln Av & Greek Church,37.810484,-122.200691,0,0,1,0
3065,Lincoln Av & Head Royce School,37.808095,-122.20486,0,0,1,0
3066,Lincoln Av & Head Royce School,37.808199,-122.204357,0,0,1,0
3067,Lincoln Av & Hearst Av,37.802745,-122.211035,0,0,1,0
3068,Lincoln Av & Hearst Av,37.802937,-122.211,0,0,1,0
3070,Lincoln Av & Maiden Ln,37.810097,-122.198497,0,0,1,0
3071,Lincoln Av & Monterey Blvd,37.810284,-122.198354,0,0,1,0
3072,Lincoln Av & Tiffin Rd,37.8065,-122.20736,0,0,1,0
3073,Linda Av & Glen Av,37.826358,-122.249754,0,0,1,0
3074,Linda Av & Piedmont Av,37.827231,-122.250999,0,0,1,0
3075,Linda Av & Rose Av,37.825183,-122.248082,0,0,1,0
3076,Link St & 105th Av,37.741962,-122.158407,0,0,1,0
3081,345 MacArthur Blvd,37.813202,-122.251178,0,0,1,0
3082,8658 MacArthur Blvd,37.758009,-122.162129,0,0,1,0
3083,MacArthur Blvd & 106th Av,37.7431,-122.15276,0,0,1,0
3084,MacArthur Blvd & 13th Av (Edna Brewer Middle Sch.),37.802297,-122.231741,0,0,1,0
3085,MacArthur Blvd & 35th Av,37.793658,-122.200436,0,0,1,0
3086,MacArthur Blvd & 35th Av,37.79385,-122.200851,0,0,1,0
3087,MacArthur Blvd & 38th Av,37.790837,-122.198091,0,0,1,0
